 sex row_number liters_drunk age drink check_number label
1906 м 62.0 4 29 "Strong beer" 4750 1
1907 ж 92.0 3 14 Water 6842 0
1908 м  2 73 Cola 9594 0
1909 M 53.0 1 19 Fanta 4766 1
1910 Ж 63.0 2 63 Cola 6845 0
1911 - 23.0 2 60 Bugbeer 1812 0
1912 "Не указан" 32.0 3 10 Fanta 7452 0
1913 Ж  4 17 Water 2328 1
1914 Ж 32.0 -2 62 Cola 6813 0
1915 ж 54.0 -6 28 Bugbeer 8833 0
1916 Ж 70.0 0 55 "Strong beer" 1516 1
1917 "Не указан" 100.0 4 55 Fanta 1630 1
1918 м 12.0 5 14 Fanta 1201 1
1919 M 9.0 4 26 Bugbeer 9902 1
1920 ж 97.0 4 62 Bugbeer 9815 0
1921 "Не указан" 19.0 0 11 Fanta 2083 1
1922 "Не указан" 8.0 4 54 Beerbeer 9365 0
1923 Ж 31.0 1 69 Bugbeer 692 1
1924 ж 43.0 3 49 Beerbeer 4994 1
1925 ж 67.0 2 18 Cola 793 1
1926 M 94.0 4 13 Fanta 9125 1
1927 Ж 52.0 3 22 "Strong beer" 2997 1
1928 ж 47.0 3 67 Water 8401 0
1929 Ж 18.0 2 18 Water 2340 1
1930 - 60.0 1 18 Water 6251 0
1931 Ж 65.0 0 33 Cola 3644 1
1932 "Не указан" 99.0 2 48 Beerbeer 7679 1
1933 ж 53.0 3 13 Fanta 3894 0
1934 M 30.0 0 13 Water 6695 1
1935 - 44.0 4 45 Cola 6263 0
1936 Ж  5 63 Water 2098 1
1937 ж 16.0 96069103 70 Water 4140 0
1938 м 93.0 3 19 Fanta 6290 1
1939 M 83.0 4 58 Bugbeer 8132 0
1940 ж 18.0 3 46 "Strong beer" 6954 0
1941 M 91.0 0 45 Fanta 9051 1
1942 м 14.0 0 34 "Strong beer" 3071 1
1943 M 23.0 1 46 "Strong beer" 5139 0
1944 ж 7.0 0 66 "Strong beer" 4753 1
1945 M 60.0 4 63 Water 3823 0
1946 "Не указан" 18.0 2 12 Fanta 894 1
1947 ж 94.0 3 63 Beerbeer 3618 0
1948 ж 69.0 3 62 "Strong beer" 7739 0
1949 "Не указан" 87.0 5 21 Cola 5849 1
1950 "Не указан" 95.0 4 57 Water 2426 0
1951 ж 11.0 1 44 Beerbeer 313 1
1952 M 12.0 5 54 "Strong beer" 6421 1
1953 ж 31.0 0 61 Cola 1723 0
1954 Ж 39.0 2 77 Cola 5258 0
1955 - 11.0 4 30 Bugbeer 7239 1
1956 ж 35.0 2 33 "Strong beer" 4968 1
1957 Ж 60.0 3 44 Bugbeer 3362 1
1958 ж 53.0 3 46 Bugbeer 4590 0
1959 "Не указан" 30.0 5 32 Fanta 2296 0
1960 ж 85.0 -4 52 "Strong beer" 2032 1
1961 Ж 92.0 5 29 Fanta 3049 0
1962 M 21.0 0 61 Fanta 3647 1
1963 M 48.0 0 42 Beerbeer 729 1
1964 M 83.0 3 53 Bugbeer 8693 1
1965 - 66.0 2 25 Bugbeer 6117 0
1966 "Не указан" 25.0 4 16 Water 3182 1
1967 "Не указан" 89.0 2 68 Fanta 5540 1
1968 "Не указан" 70.0 1 27 Fanta 9861 1
1969 Ж 67.0 4 47 Bugbeer 6807 1
1970 "Не указан" 85.0 0 22 Fanta 6153 0
1971 ж 8.0 -3 50 "Strong beer" 2305 0
1972 M 12.0 3 15 Water 1120 1
1973 м 2.0 5 44 "Strong beer" 5212 1
1974 "Не указан" 40.0 0 23 Cola 8385 1
1975 Ж 83.0 0 63 Bugbeer 1381 0
1976 м 4.0 5 56 Bugbeer 7114 1
1977 "Не указан" 42.0 1 78 Bugbeer 47 0
1978 "Не указан" 74.0 0 25 Water 4307 0
1979 м 41.0 0 75 Water 60 1
1980 м 42.0 4 76 Cola 9067 1
1981 ж 12.0 1 67 Beerbeer 7224 1
1982 M 26.0 2 33 Water 3735 0
1983 м 66.0 -5 21 Fanta 7423 1
1984 M 8.0 2 32 "Strong beer" 9916 0
1985 M 26.0 5 33 Water 1606 0
1986 Ж 61.0 4 29 Bugbeer 3792 1
1987 "Не указан" 78.0 5 44 Water 9432 1
1988 м 71.0 4 26 "Strong beer" 2724 1
1989 ж 41.0 4 20 Fanta 4236 1
1990 ж 59.0 5 56 Cola 6966 0
1991 - 21.0 2 43 Water 1962 1
1992 ж 42.0 3 50 "Strong beer" 584 1
1993 M  2 32 Cola 2573 1
1994 M 10.0 4 28 "Strong beer" 1269 1
1995 "Не указан" 34.0 4 75 Beerbeer 4441 0
1996 м 34.0 0 14 Cola 4355 1
1997 м 35.0 0 39 Cola 8862 0
1998 M 20.0 2 63 Beerbeer 8891 0
1999 м 56.0 3 77 Beerbeer 6711 1
2000 M 85.0 1 59 Cola 4508 0
2001 м 8.0 4 48 Beerbeer 151 1
2002 M 28.0 0 59 Cola 8719 1
2003 M 99.0 3 30 Fanta 1479 1
2004 ж 47.0 4 37 Bugbeer 9446 1
2005 Ж 18.0 2 54 Beerbeer 3551 1
2006 - 50.0 1 48 "Strong beer" 6843 1
2007 "Не указан" 28.0 4 19 Water 1028 0
2008 Ж 56.0 2 59 Bugbeer 930 0
2009 M 34.0 1 68 Fanta 9489 1
2010 - 95.0 2 60 Water 2046 1
2011 м 30.0 3 16 Cola 8008 0
2012 м 72.0 0 47 Cola 8734 0
2013 - 64.0 69875149 62 Beerbeer 5911 1
2014 ж 86.0 3 39 Cola 1956 1
2015 м 58.0 3 80 Cola 8936 1
2016 ж 78.0 5 32 Water 1817 1
2017 "Не указан" 29.0 16648303 15 Cola 2843 1
2018 м  0 24 Cola 6228 1
2019 - 33.0 2 79 Fanta 8032 1
2020 м 87.0 5 69 Water 5204 1
2021 Ж 95.0 5 27 Beerbeer 980 1
2022 ж 93.0 1 49 Cola 6889 0
2023 ж 36.0 4 34 Bugbeer 4446 1
2024 - 99.0 3 41 Beerbeer 2304 1
2025 ж 54.0 2616649 57 Cola 3681 0
2026 Ж 39.0 3 50 Bugbeer 8417 1
2027 Ж 62.0 1 26 Fanta 3492 1
2028 м 4.0 1 27 Water 5565 1
2029 M 32.0 0 29 "Strong beer" 4558 1
2030 Ж 85.0 -4 34 Cola 9174 0
2031 "Не указан" 34.0 4 55 Beerbeer 8041 0
2032 м 51.0 0 49 Water 4579 1
2033 Ж 60.0 0 23 Water 1753 1
2034 Ж 51.0 0 74 Beerbeer 1729 0
2035 M 57.0 2 52 Cola 6556 0
2036 - 34.0 5 40 Cola 2542 1
2037 M 35.0 4 56 Cola 3343 1
2038 Ж 35.0 4 20 Water 1785 0
2039 м 63.0 4 37 Fanta 9113 0
2040 Ж 75.0 5 69 Cola 4291 0
2041 - 8.0 3 14 Cola 8712 0
2042 - 24.0 2 62 Fanta 8425 1
2043 м 31.0 -6 28 "Strong beer" 8514 1
2044 - 44.0 4 48 "Strong beer" 5044 1
2045 M 48.0 5 19 Water 9832 0
2046 M 5.0 2 22 "Strong beer" 3273 1
2047 ж 96.0 2 15 Cola 2587 1
2048 M 16.0 5 71 Water 1239 1
2049 Ж 81.0 2 26 Cola 8736 1
2050 Ж 15.0 81396318 45 "Strong beer" 2268 1
2051 M 85.0 4 31 Water 28 0
2052 "Не указан" 35.0 2 33 Bugbeer 9231 0
2053 м 70.0 2 45 Water 2239 1
2054 Ж 97.0 1 14 Fanta 4469 0
2055 "Не указан" 96.0 0 32 Water 5601 1
2056 "Не указан" 1.0 3 43 Bugbeer 3881 1
2057 Ж 2.0 1 31 Cola 4219 1
2058 м 90.0 4 17 Water 2654 0
2059 M 62.0 1 36 Fanta 881 1
2060 ж 55.0 5 76 "Strong beer" 9715 1
2061 ж 1.0 1 37 Fanta 6437 0
2062 - 44.0 2 57 Fanta 3297 0
2063 "Не указан" 18.0 0 36 Fanta 6527 1
2064 - 13.0 4 17 Fanta 9472 0
2065 м 84.0 1 68 Cola 2750 0
2066 м 64.0 4 78 Water 3495 0
2067 - 6.0 4 70 "Strong beer" 4280 1
2068 Ж 10.0 0 78 "Strong beer" 7101 1
2069 Ж 22.0 4 15 Water 8012 0
2070 Ж 96.0 1 55 Bugbeer 1441 0
2071 "Не указан" 61.0 4 16 Water 6110 0
2072 Ж 87.0 3 19 Fanta 2335 0
2073 M 71.0 -2 21 "Strong beer" 4427 0
2074 "Не указан" 49.0 2 73 Fanta 6452 0
2075 Ж 31.0 3 39 "Strong beer" 5579 0
2076 M 67.0 5 46 "Strong beer" 9746 1
2077 Ж 49.0 3 70 Beerbeer 6239 0
2078 M 46.0 5 19 Water 9740 1
2079 M 93.0 1 56 Beerbeer 9682 0
2080 Ж 21.0 2 51 Fanta 8818 0
2081 ж 40.0 2 51 "Strong beer" 7872 0
2082 Ж 91.0 5 26 Bugbeer 2691 1
2083 ж 5.0 0 48 Beerbeer 7868 1
2084 м 52.0 3 69 Fanta 5083 1
2085 ж 30.0 3 25 Cola 2734 1
2086 м 23.0 0 44 Water 7000 1
2087 м 24.0 2 16 Water 4283 1
2088 M 98.0 3 47 Cola 3613 1
2089 - 45.0 1 42 Water 1090 1
2090 Ж 59.0 5 34 Beerbeer 5682 1
2091 "Не указан" 55.0 3 78 Bugbeer 8260 0
2092 M 86.0 3 65 Cola 8845 1
2093 Ж 21.0 3 33 Water 6860 1
2094 - 56.0 64903931 13 Cola 1155 1
2095 ж 1.0 93064333 45 Cola 4892 1
2096 - 84.0 0 57 Fanta 3319 1
2097 ж 57.0 1 55 Cola 4123 1
2098 - 15.0 3 42 Bugbeer 7211 1
2099 M 65.0 4 41 Cola 9661 1
2100 M 31.0 2 17 Water 179 0
2101 "Не указан" 42.0 5 32 Fanta 5448 1
2102 Ж 82.0 5 56 Beerbeer 9587 0
2103 ж 33.0 -1 66 Water 3230 1
2104 м 77.0 2 34 "Strong beer" 3669 0
2105 M 54.0 2 44 "Strong beer" 307 1
2106 "Не указан" 54.0 1 73 Beerbeer 334 1
2107 - 66.0 1 27 Cola 3981 1
2108 M 36.0 0 49 Fanta 4667 0
2109 м 37.0 -4 17 Water 7564 0
2110 M 61.0 1 65 Bugbeer 3662 1
2111 M 92.0 2 13 Cola 7881 0
2112 Ж 31.0 2 50 Beerbeer 8878 1
2113 - 77.0 1 37 Cola 5415 1
2114 "Не указан" 63.0 1 10 Fanta 1154 0
2115 - 93.0 4 60 Fanta 6806 1
2116 "Не указан" 61.0 3 15 Fanta 8690 0
2117 Ж 87.0 3 77 Fanta 7764 1
2118 - 9.0 2 15 Water 4394 0
2119 "Не указан" 69.0 1 31 "Strong beer" 3939 1
2120 M 3.0 2 76 Water 2606 1
2121 M 39.0 1 10 Water 1008 1
2122 - 91.0 2 54 Water 8446 1
2123 M 45.0 -3 75 Beerbeer 4943 0
2124 - 31.0 2 13 Water 4050 1
2125 м  5 75 "Strong beer" 391 0
2126 Ж 79.0 2 26 Bugbeer 1831 0
2127 м 10.0 3 31 Water 6264 1
2128 M 92.0 2 67 "Strong beer" 4179 1
2129 ж 91.0 2 79 Fanta 222 0
2130 - 94.0 0 70 "Strong beer" 6337 1
2131 Ж 21.0 1 30 Fanta 6394 0
2132 "Не указан" 68.0 4 63 Beerbeer 5493 0
2133 "Не указан" 59.0 3 25 "Strong beer" 5302 1
2134 м 92.0 4 54 Beerbeer 9010 1
2135 M 58.0 0 36 Water 617 0
2136 ж 24.0 1 28 "Strong beer" 8318 1
2137 - 15.0 5 57 Water 8617 0
2138 м 48.0 5 11 Water 7898 1
2139 M 26.0 5 49 Water 6100 0
2140 "Не указан" 100.0 3 14 Cola 8854 1
2141 M 99.0 0 42 Fanta 8384 0
2142 Ж 37.0 1 13 Cola 4381 1
2143 Ж 86.0 0 67 Beerbeer 7460 0
2144 -  4 63 "Strong beer" 8522 1
2145 "Не указан" 90.0 2 75 Water 5074 0
2146 M 92.0 0 59 Water 6215 0
2147 M 77.0 4 79 Water 9765 1
2148 -  1 59 Water 5974 0
2149 M 97.0 4 20 Fanta 9223 0
2150 - 47.0 5 54 Fanta 7304 0
2151 м 84.0 2 49 "Strong beer" 8745 0
2152 Ж 74.0 9593963 38 Beerbeer 6414 1
2153 м 86.0 5 53 Beerbeer 8037 1
2154 - 56.0 2 70 "Strong beer" 1629 1
2155 M 24.0 5 35 Beerbeer 404 1
2156 Ж 62.0 1 71 "Strong beer" 9080 1
2157 M 71.0 5 10 Water 5379 1
2158 "Не указан" 1.0 0 12 Fanta 8383 0
2159 - 9.0 5 58 Water 632 1
2160 ж 92.0 3 25 Beerbeer 5702 1
2161 - 2.0 3 39 Water 7843 0
2162 "Не указан" 75.0 -2 40 Cola 6817 0
2163 Ж 55.0 1 54 "Strong beer" 3172 0
2164 м 88.0 4 46 Bugbeer 7833 1
2165 M 83.0 5 37 Cola 9021 1
2166 Ж 73.0 4 52 Beerbeer 7214 0
2167 - 97.0 0 16 Cola 8415 0
2168 Ж 39.0 98305141 74 Fanta 8914 0
2169 ж 99.0 5 60 Beerbeer 507 1
2170 M 40.0 3 62 Fanta 716 0
2171 "Не указан" 97.0 1 56 Beerbeer 5101 1
2172 "Не указан" 87.0 87646033 75 Bugbeer 7268 1
2173 -  1 62 Bugbeer 7242 0
2174 - 35.0 -5 78 Cola 2362 0
2175 м 54.0 3 68 Beerbeer 1561 1
2176 ж 31.0 4 33 Fanta 7817 1
2177 м 90.0 6135527 47 Bugbeer 8950 0
2178 M 33.0 93567336 38 Fanta 4218 1
2179 ж 15.0 1 30 Beerbeer 2824 1
2180 м 46.0 29249797 23 Fanta 717 1
2181 Ж 65.0 0 30 Water 2271 1
2182 м 21.0 4 34 Fanta 7389 1
2183 M 51.0 2 40 Cola 5284 1
2184 - 33.0 3 34 Beerbeer 2150 0
2185 M 65.0 5 75 Bugbeer 9845 1
2186 M 11.0 3 48 Beerbeer 2350 1
2187 M 53.0 1 13 Fanta 2256 1
2188 - 62.0 5 77 Fanta 6994 0
2189 "Не указан" 7.0 2 65 "Strong beer" 2663 1
2190 Ж 7.0 5 10 Water 5296 1
2191 м 9.0 2 61 Beerbeer 6743 1
2192 - 96.0 5 22 Beerbeer 7708 1
2193 M 32.0 2 34 Fanta 3980 1
2194 "Не указан" 14.0 4 18 Fanta 2347 0
2195 "Не указан" 72.0 26900067 10 Cola 601 1
2196 Ж 97.0 0 48 Cola 7433 0
2197 M 41.0 -6 45 Cola 2074 1
2198 "Не указан" 47.0 0 46 Beerbeer 844 1
2199 "Не указан" 99.0 3 54 Beerbeer 4944 1
2200 M 61.0 3 80 Fanta 834 1
2201 ж 80.0 5 80 Cola 7844 0
2202 Ж 49.0 -6 70 Water 927 1
2203 м 92.0 0 62 Bugbeer 3244 0
2204 Ж 59.0 5 76 Beerbeer 4051 1
2205 Ж 48.0 1 42 Bugbeer 9530 1
2206 Ж 63.0 3 21 Fanta 428 0
2207 м 88.0 5 44 Fanta 139 0
2208 м 86.0 4 41 Beerbeer 9912 1
2209 "Не указан" 48.0 3 14 Fanta 6152 0
2210 ж 67.0 2 41 Beerbeer 2195 1
2211 M 36.0 -1 73 Cola 9722 0
2212 M 98.0 2 71 Beerbeer 2428 0
2213 -  0 48 Beerbeer 4757 0
2214 м 1.0 1 74 "Strong beer" 9116 0
2215 - 66.0 4 53 "Strong beer" 4981 1
2216 Ж 36.0 4 18 Fanta 6744 1
2217 Ж 61.0 2 16 Cola 4293 1
2218 Ж 52.0 3 22 Beerbeer 532 0
2219 ж 51.0 4 56 Beerbeer 1318 1
2220 Ж 28.0 1 55 "Strong beer" 7869 1
2221 - 78.0 1 52 "Strong beer" 1246 1
2222 Ж 0.0 3 29 Fanta 7560 1
2223 м 4.0 3 48 Water 9805 1
2224 ж  2 62 Beerbeer 9552 0
2225 ж 91.0 0 69 Bugbeer 918 1
2226 Ж 71.0 4 59 Bugbeer 4244 0
2227 м 1.0 5 62 Bugbeer 2518 1
2228 - 31.0 3 67 Beerbeer 3514 1
2229 ж 47.0 2 15 Cola 4729 0
2230 "Не указан" 11.0 3 40 Cola 8086 1
2231 ж 76.0 2 22 Water 6943 0
2232 "Не указан" 24.0 4 29 Water 2240 1
2233 м 100.0 2 61 "Strong beer" 2788 1
2234 - 19.0 2 26 "Strong beer" 4337 0
2235 "Не указан" 53.0 2 27 Bugbeer 9260 0
2236 M 55.0 4 52 Fanta 9115 1
2237 - 79.0 0 21 Water 621 1
2238 - 3.0 1 32 Fanta 8724 1
2239 M 87.0 1 55 Fanta 301 1
2240 "Не указан" 19.0 -5 13 Fanta 8785 1
2241 м 49.0 0 74 Bugbeer 7654 0
2242 м 85.0 2 18 Fanta 8036 0
2243 Ж 63.0 3 22 "Strong beer" 4175 1
2244 M 63.0 2 59 "Strong beer" 2853 1
2245 Ж 49.0 1 71 Bugbeer 4775 0
2246 "Не указан" 83.0 0 19 Fanta 5280 0
2247 - 33.0 1 36 Beerbeer 6243 1
2248 м 35.0 2 53 Water 2695 1
2249 м 60.0 2 72 Cola 9791 1
2250 M 9.0 0 33 Beerbeer 6914 0
2251 "Не указан" 50.0 47140961 38 Water 6952 1
2252 - 32.0 -4 76 Fanta 5543 1
2253 м 79.0 0 31 Fanta 310 1
2254 ж 77.0 2 27 Fanta 7180 0
2255 Ж 28.0 5 38 "Strong beer" 4157 1
2256 ж 52.0 33905846 47 "Strong beer" 1272 0
2257 - 44.0 3 34 Water 1324 0
2258 м 7.0 5 55 Bugbeer 4545 1
2259 "Не указан" 6.0 4 41 "Strong beer" 5819 1
2260 ж 24.0 2 52 Bugbeer 7638 0
2261 M 22.0 2 56 Water 4600 0
2262 - 24.0 -3 60 "Strong beer" 964 1
2263 Ж 50.0 0 34 Beerbeer 9211 0
2264 - 93.0 5 29 Cola 1417 0
2265 Ж 23.0 1 25 Fanta 1071 1
2266 Ж 21.0 5 15 Water 4928 1
2267 Ж 38.0 3 19 Cola 7057 1
2268 м 14.0 3 11 Cola 991 1
2269 м 51.0 0 70 "Strong beer" 4071 1
2270 M 9.0 2 31 Cola 6614 0
2271 Ж 90.0 3 67 Fanta 3611 0
2272 Ж 64.0 -4 57 Fanta 8942 1
2273 Ж 45.0 1 47 "Strong beer" 9592 0
2274 M 59.0 3 55 Fanta 7788 0
2275 Ж 46.0 1 60 Fanta 3215 1
2276 Ж 15.0 0 80 "Strong beer" 1467 0
2277 Ж 95.0 0 65 Beerbeer 3629 0
2278 ж  42290517 58 Cola 8820 0
2279 - 40.0 1 78 Bugbeer 4583 0
2280 ж 69.0 5 71 Cola 1425 0
2281 M 36.0 1 62 Water 1311 0
2282 "Не указан" 68.0 2 77 Beerbeer 2079 1
2283 м 13.0 0 80 Bugbeer 9016 0
2284 м 82.0 0 37 Fanta 6378 0
2285 M 8.0 0 59 Beerbeer 4435 0
2286 ж 68.0 -3 71 "Strong beer" 9204 1
2287 - 3.0 5 79 Beerbeer 8529 0
2288 Ж 0.0 4 51 Fanta 490 1
2289 "Не указан" 23.0 4 25 Bugbeer 1054 1
2290 - 76.0 2 28 Water 2253 0
2291 Ж 1.0 5 57 Beerbeer 1403 1
2292 ж 35.0 1 71 Cola 512 1
2293 м 62.0 3 25 Fanta 1569 1
2294 "Не указан" 94.0 78848142 55 Cola 1341 0
2295 "Не указан" 30.0 4 21 Beerbeer 2913 1
2296 ж 36.0 0 58 Fanta 3166 1
2297 - 10.0 2 64 Beerbeer 9698 1
2298 ж 8.0 2 29 "Strong beer" 953 1
2299 "Не указан" 81.0 88013423 27 Water 9083 0
2300 - 25.0 2 30 "Strong beer" 12 0
2301 "Не указан" 6.0 1 15 Water 206 1
2302 Ж 44.0 93095248 28 Cola 8681 1
2303 M 93.0 2 50 Bugbeer 5288 1
2304 - 50.0 5 26 Fanta 2186 0
2305 м 98.0 0 32 "Strong beer" 6622 0
2306 "Не указан" 10.0 0 34 Water 7137 0
2307 ж 51.0 4 43 Water 3697 1
2308 "Не указан" 55.0 5 68 "Strong beer" 3758 1
2309 - 0.0 5 72 Fanta 2062 0
2310 - 37.0 4 22 Cola 6674 1
2311 Ж 67.0 1 15 Fanta 1541 1
2312 Ж 69.0 0 79 Bugbeer 3537 1
2313 Ж 40.0 5 18 Fanta 250 1
2314 - 64.0 3 54 Beerbeer 7267 1
2315 ж 89.0 3 48 "Strong beer" 5464 1
2316 - 34.0 1 69 Fanta 7942 0
2317 Ж 94.0 2 73 "Strong beer" 5650 1
2318 Ж 6.0 3 79 "Strong beer" 5501 0
2319 - 51.0 2 79 "Strong beer" 6673 1
2320 M 48.0 0 57 Bugbeer 2536 1
2321 "Не указан" 60.0 5 43 Fanta 3419 1
2322 м 37.0 2 63 Cola 6900 1
2323 ж 75.0 -2 42 Fanta 8766 0
2324 - 44.0 25356576 45 Fanta 6671 0
2325 M 29.0 2 21 Cola 1015 1
2326 "Не указан" 28.0 4 56 Fanta 4269 1
2327 ж 56.0 5 70 "Strong beer" 8039 0
2328 M 60.0 1739154 59 Beerbeer 1057 0
2329 M 4.0 -6 38 Beerbeer 5863 1
2330 M 74.0 1 34 "Strong beer" 4413 0
2331 "Не указан" 45.0 2 77 Beerbeer 3971 1
2332 M 74.0 4 40 Water 6106 0
2333 м 29.0 4 63 Water 6973 1
2334 M 46.0 1 75 Beerbeer 2422 1
2335 м 39.0 1 17 Cola 4668 1
2336 ж 28.0 4 38 Beerbeer 4917 1
2337 Ж 47.0 1 45 Water 9002 1
2338 ж 71.0 0 31 Bugbeer 6492 0
2339 M 40.0 0 46 Water 226 1
2340 - 24.0 4 41 Water 7804 1
2341 Ж 65.0 4 49 Bugbeer 5979 1
2342 м 49.0 1 22 Bugbeer 9284 1
2343 M 52.0 3 60 Bugbeer 5858 0
2344 "Не указан" 65.0 5 60 Fanta 6784 0
2345 Ж 20.0 5 16 Cola 935 1
2346 ж 0.0 3 42 Water 5476 0
2347 м 4.0 1 44 Beerbeer 166 1
2348 Ж 29.0 4 55 Bugbeer 770 0
2349 Ж 20.0 5 30 "Strong beer" 8089 1
2350 M 33.0 2 37 "Strong beer" 7602 0
2351 M 9.0 3 54 Bugbeer 8079 0
2352 м 67.0 5 27 Fanta 1800 1
2353 Ж 60.0 0 63 "Strong beer" 7366 1
2354 ж 28.0 5 19 Cola 7746 0
2355 - 80.0 4 26 Water 411 1
2356 "Не указан" 17.0 1 73 "Strong beer" 4256 0
2357 Ж  4 68 Fanta 7808 0
2358 м 78.0 2 59 Bugbeer 3643 1
2359 Ж 1.0 4 36 "Strong beer" 5313 1
2360 ж 18.0 1 12 Cola 6196 1
2361 Ж 8.0 0 66 Fanta 3456 1
2362 M 100.0 76426371 15 Cola 4727 1
2363 м 14.0 0 39 Bugbeer 5364 1
2364 Ж 39.0 94436546 49 Beerbeer 5438 1
2365 Ж 95.0 0 48 Water 9457 0
2366 Ж 98.0 3 54 Fanta 1705 0
2367 "Не указан" 6.0 3 12 Water 5375 0
2368 "Не указан" 75.0 3 66 Water 2620 0
2369 M 36.0 4 59 Beerbeer 2940 0
2370 "Не указан" 60.0 4 42 Bugbeer 2288 1
2371 м 95.0 0 28 Cola 6745 0
2372 - 76.0 2 79 "Strong beer" 4962 1
2373 "Не указан" 38.0 0 23 "Strong beer" 7124 1
2374 м 58.0 5 49 Beerbeer 1811 1
2375 м 21.0 5 76 Bugbeer 1364 1
2376 M  3 67 "Strong beer" 6911 0
2377 Ж 75.0 2 37 Bugbeer 819 1
2378 ж 48.0 5 56 Cola 7390 0
2379 "Не указан" 79.0 0 66 Beerbeer 2535 0
2380 - 45.0 5 30 Bugbeer 6560 1
2381 "Не указан" 27.0 4 26 "Strong beer" 1661 1
2382 - 39.0 5 13 Cola 9849 1
2383 - 61.0 0 44 Beerbeer 5492 1
2384 "Не указан" 6.0 0 37 Water 3775 0
2385 - 87.0 4 33 "Strong beer" 8313 1
2386 M 40.0 3 38 Fanta 9969 1
2387 Ж  0 68 Cola 1726 1
2388 м 56.0 1 21 Bugbeer 2044 0
2389 "Не указан" 74.0 4 52 "Strong beer" 1544 0
2390 M 97.0 3 19 Fanta 579 1
2391 м 50.0 1 77 "Strong beer" 2532 0
2392 M 22.0 4 35 Water 4153 1
2393 "Не указан" 38.0 4 32 Water 6981 1
2394 - 53.0 0 22 Bugbeer 7644 0
2395 M 28.0 0 70 Beerbeer 9503 0
2396 - 68.0 0 14 Cola 8038 1
2397 ж 93.0 5 37 Water 5937 1
2398 м 52.0 3 38 "Strong beer" 6204 1
2399 Ж 24.0 1 26 "Strong beer" 8067 0
2400 м 98.0 0 67 Water 2124 0
2401 Ж 99.0 2 40 Fanta 1865 1
2402 M 41.0 0 20 Water 156 1
2403 "Не указан"  0 36 Beerbeer 671 0
2404 "Не указан" 39.0 3 79 Bugbeer 3949 0
2405 м 57.0 4 53 Fanta 5107 1
2406 - 36.0 3 67 Cola 8883 1
2407 "Не указан" 6.0 59203943 70 Fanta 470 0
2408 - 80.0 5 16 Cola 7632 1
2409 м 71.0 5 33 "Strong beer" 5705 1
2410 м 75.0 86697451 27 "Strong beer" 8811 0
2411 м 47.0 1 36 Beerbeer 3068 0
2412 м  2 35 Bugbeer 1528 0
2413 M 42.0 3 63 Fanta 728 1
2414 M 3.0 3 35 Bugbeer 305 1
2415 - 60.0 0 47 Fanta 2811 0
2416 "Не указан" 83.0 1 71 Bugbeer 3710 0
2417 м 25.0 2 27 Fanta 9840 0
2418 ж 68.0 4 79 "Strong beer" 838 1
2419 Ж 71.0 2 67 Bugbeer 967 0
2420 Ж 4.0 -1 72 "Strong beer" 6781 0
2421 M 90.0 0 64 Beerbeer 4189 1
2422 - 1.0 4 30 Beerbeer 4430 1
2423 ж 3.0 3 47 Water 6126 1
2424 м  4 49 Water 1698 1
2425 Ж 82.0 5 47 "Strong beer" 2398 1
2426 ж 91.0 0 28 Water 2689 0
2427 ж 40.0 0 39 Water 6033 1
2428 "Не указан" 30.0 3 11 Water 8404 1
2429 - 51.0 2 22 Water 1888 1
2430 м 1.0 3 15 Water 7785 1
2431 м 56.0 3 56 Water 7677 0
2432 - 63.0 5 58 Water 9884 0
2433 ж 98.0 1 80 Water 8110 0
2434 - 79.0 4 11 Fanta 8282 0
2435 м 94.0 5 10 Cola 9863 1
2436 ж 26.0 5 11 Fanta 9781 1
2437 м 28.0 2 67 Cola 3367 0
2438 - 19.0 5 22 Cola 8670 1
2439 Ж  1 18 Water 1138 0
2440 - 11.0 1 13 Water 5939 1
2441 - 53.0 3 45 Beerbeer 8880 1
2442 - 77.0 4 57 Fanta 7081 0
2443 Ж 45.0 4 26 Beerbeer 4078 1
2444 ж 99.0 5 40 Beerbeer 8278 1
2445 M 95.0 1 29 "Strong beer" 9566 1
2446 - 61.0 5 33 Fanta 3722 1
2447 "Не указан" 11.0 3 38 Fanta 3745 0
2448 м  3 15 Water 319 0
2449 Ж 0.0 5 45 "Strong beer" 5592 1
2450 - 13.0 1 31 Fanta 2763 0
2451 ж 2.0 1 28 Fanta 352 0
2452 м 22.0 2 15 Fanta 5319 1
2453 - 95.0 2 21 Fanta 1756 1
2454 M 60.0 2 47 Beerbeer 335 0
2455 M 9.0 5 46 Water 5133 0
2456 - 22.0 1 30 Fanta 9128 1
2457 ж 25.0 1 30 Bugbeer 8603 1
2458 Ж 1.0 0 69 Bugbeer 4692 1
2459 M 68.0 5 21 Cola 4480 1
2460 M 22.0 2 72 Beerbeer 147 1
2461 "Не указан" 13.0 1 23 Fanta 9991 0
2462 - 94.0 0 66 "Strong beer" 6086 1
2463 ж 28.0 4 47 Bugbeer 5178 1
2464 M 58.0 4 42 Fanta 112 1
2465 ж 33.0 4 46 Fanta 5632 1
2466 Ж 53.0 3 63 Bugbeer 7241 0
2467 M 9.0 0 33 Fanta 6069 1
2468 ж 72.0 2 64 Fanta 1442 0
2469 ж 49.0 5 20 Fanta 2449 1
2470 M 36.0 2 10 Fanta 4611 1
2471 Ж 63.0 1 57 Beerbeer 9928 1
2472 M 100.0 3 20 Fanta 9607 1
